"","Regi√£o","C√≥gigo_UF","UF","0 dias nos √∫ltimos sete dias n","0 dias nos √∫ltimos sete dias %","1 dia nos ultimos sete dias n","1 dia nos ultimos sete dias %","2 dias nos √∫ltimos sete dias n","2 dias nos √∫ltimos sete dias %","3 dias nos √∫ltimos sete dias n","3 dias nos √∫ltimos sete dias %","4 dias nos √∫ltimos sete dias n","4 dias nos √∫ltimos sete dias %","5 dias nos √∫ltimos sete dias n","5 dias nos √∫ltimos sete dias %","6 dias nos √∫ltimos sete dias n","6 dias nos √∫ltimos sete dias %","Todos os √∫ltimos sete dias n","Todos os √∫ltimos sete dias %","Total de indiv√≠duos","ano","grupo"
"2021","NORDESTE",23,"CE",362,"38%",162,"17%",142,"15%",94,"10%",58,"6%",23,"2%",16,"2%",97,"10%",954,"2014","biscoito doce, doces, balas, chocolates"
"2022","NORDESTE",21,"MA",111,"41%",64,"23%",37,"14%",21,"8%",7,"3%",4,"1%",7,"3%",22,"8%",273,"2014","biscoito doce, doces, balas, chocolates"
"2023","NORDESTE",25,"PB",206,"24%",95,"11%",85,"10%",346,"41%",21,"2%",28,"3%",12,"1%",48,"6%",841,"2014","biscoito doce, doces, balas, chocolates"
"2024","NORDESTE",26,"PE",128,"27%",112,"24%",59,"12%",57,"12%",19,"4%",24,"5%",10,"2%",66,"14%",475,"2014","biscoito doce, doces, balas, chocolates"
"2025","NORDESTE",22,"PI",182,"36%",97,"19%",89,"17%",39,"8%",23,"5%",17,"3%",14,"3%",50,"10%",511,"2014","biscoito doce, doces, balas, chocolates"
"2026","NORDESTE",24,"RN",341,"39%",149,"17%",110,"12%",82,"9%",27,"3%",20,"2%",16,"2%",137,"16%",882,"2014","biscoito doce, doces, balas, chocolates"
"2027","NORDESTE",28,"SE",0,NA,0,NA,1,"20%",3,"60%",0,NA,0,NA,0,NA,1,"20%",5,"2014","biscoito doce, doces, balas, chocolates"
"2028","TOTAL REGI√O NORDESTE",NA,"",2565,"37%",1214,"18%",897,"13%",878,"13%",272,"4%",191,"3%",137,"2%",692,"10%",6846,"2014","biscoito doce, doces, balas, chocolates"
"2029","NORTE",12,"AC",21,"31%",18,"26%",13,"19%",3,"4%",1,"1%",4,"6%",2,"3%",6,"9%",68,"2014","biscoito doce, doces, balas, chocolates"
"2030","NORTE",13,"AM",73,"32%",54,"23%",41,"18%",23,"10%",10,"4%",4,"2%",7,"3%",18,"8%",230,"2014","biscoito doce, doces, balas, chocolates"
"2031","NORTE",16,"AP",251,"48%",92,"17%",58,"11%",37,"7%",23,"4%",12,"2%",11,"2%",43,"8%",527,"2014","biscoito doce, doces, balas, chocolates"
"2032","NORTE",15,"PA",1859,"46%",699,"17%",604,"15%",333,"8%",137,"3%",81,"2%",65,"2%",248,"6%",4026,"2014","biscoito doce, doces, balas, chocolates"
"2033","NORTE",11,"RO",5,"36%",4,"29%",1,"7%",1,"7%",0,NA,0,NA,1,"7%",2,"14%",14,"2014","biscoito doce, doces, balas, chocolates"
"2034","NORTE",14,"RR",5,"71%",1,"14%",0,NA,1,"14%",0,NA,0,NA,0,NA,0,NA,7,"2014","biscoito doce, doces, balas, chocolates"
"2035","NORTE",17,"TO",400,"35%",234,"21%",224,"20%",98,"9%",39,"3%",28,"2%",29,"3%",85,"7%",1137,"2014","biscoito doce, doces, balas, chocolates"
"2036","TOTAL REGI√O NORTE",NA,"",2614,"44%",1102,"18%",941,"16%",496,"8%",210,"3%",129,"2%",115,"2%",402,"7%",6009,"2014","biscoito doce, doces, balas, chocolates"
"2037","SUDESTE",32,"ES",158,"48%",55,"17%",44,"13%",23,"7%",13,"4%",19,"6%",5,"2%",15,"5%",332,"2014","biscoito doce, doces, balas, chocolates"
"2038","SUDESTE",31,"MG",3352,"30%",2350,"21%",1699,"15%",1253,"11%",599,"5%",405,"4%",328,"3%",1068,"10%",11054,"2014","biscoito doce, doces, balas, chocolates"
"2039","SUDESTE",33,"RJ",467,"30%",271,"18%",205,"13%",150,"10%",101,"7%",75,"5%",50,"3%",225,"15%",1544,"2014","biscoito doce, doces, balas, chocolates"
"2040","SUDESTE",35,"SP",2721,"28%",1806,"19%",1529,"16%",970,"10%",462,"5%",347,"4%",255,"3%",1493,"16%",9583,"2014","biscoito doce, doces, balas, chocolates"
"2041","TOTAL REGI√O SUDESTE",NA,"",6698,"30%",4482,"20%",3477,"15%",2396,"11%",1175,"5%",846,"4%",638,"3%",2801,"12%",22513,"2014","biscoito doce, doces, balas, chocolates"
"2042","SUL",41,"PR",413,"29%",280,"20%",272,"19%",162,"11%",79,"6%",43,"3%",27,"2%",151,"11%",1427,"2014","biscoito doce, doces, balas, chocolates"
"2043","SUL",43,"RS",286,"31%",147,"16%",119,"13%",92,"10%",58,"6%",30,"3%",25,"3%",156,"17%",913,"2014","biscoito doce, doces, balas, chocolates"
"2044","SUL",42,"SC",91,"28%",69,"21%",65,"20%",34,"11%",29,"9%",3,"1%",3,"1%",29,"9%",323,"2014","biscoito doce, doces, balas, chocolates"
"2045","TOTAL REGI√O SUL",NA,"",790,"30%",496,"19%",456,"17%",288,"11%",166,"6%",76,"3%",55,"2%",336,"13%",2663,"2014","biscoito doce, doces, balas, chocolates"
"2046","TOTAL BRASIL",NA,"",14539,"34%",8231,"19%",6454,"15%",4686,"11%",2084,"5%",1412,"3%",1084,"3%",4729,"11%",43219,"2014","biscoito doce, doces, balas, chocolates"
"2047","CENTRO-OESTE",53,"DF",292,"28%",186,"18%",159,"15%",105,"10%",76,"7%",35,"3%",29,"3%",152,"15%",1034,"2014","biscoito salgado, salgadindo de pacote"
"2048","CENTRO-OESTE",52,"GO",356,"28%",149,"12%",200,"16%",194,"15%",90,"7%",42,"3%",37,"3%",184,"15%",1252,"2014","biscoito salgado, salgadindo de pacote"
"2049","CENTRO-OESTE",50,"MS",245,"30%",150,"19%",117,"14%",100,"12%",35,"4%",25,"3%",36,"4%",100,"12%",808,"2014","biscoito salgado, salgadindo de pacote"
"2050","CENTRO-OESTE",51,"MT",721,"34%",350,"17%",294,"14%",197,"9%",92,"4%",64,"3%",52,"2%",324,"15%",2094,"2014","biscoito salgado, salgadindo de pacote"
"2051","TOTAL REGI√O CENTRO-OESTE",NA,"",1614,"31%",835,"16%",770,"15%",596,"11%",293,"6%",166,"3%",154,"3%",760,"15%",5188,"2014","biscoito salgado, salgadindo de pacote"
"2052","NORDESTE",27,"AL",183,"19%",94,"10%",158,"16%",141,"15%",60,"6%",31,"3%",26,"3%",273,"28%",966,"2014","biscoito salgado, salgadindo de pacote"
"2053","NORDESTE",29,"BA",691,"36%",242,"12%",256,"13%",190,"10%",86,"4%",48,"2%",68,"4%",358,"18%",1939,"2014","biscoito salgado, salgadindo de pacote"
"2054","NORDESTE",23,"CE",183,"19%",129,"14%",138,"14%",104,"11%",62,"6%",38,"4%",24,"3%",276,"29%",954,"2014","biscoito salgado, salgadindo de pacote"
"2055","NORDESTE",21,"MA",69,"25%",58,"21%",55,"20%",28,"10%",9,"3%",11,"4%",6,"2%",37,"14%",273,"2014","biscoito salgado, salgadindo de pacote"
"2056","NORDESTE",25,"PB",164,"20%",79,"9%",67,"8%",362,"43%",47,"6%",18,"2%",18,"2%",86,"10%",841,"2014","biscoito salgado, salgadindo de pacote"
"2057","NORDESTE",26,"PE",66,"14%",84,"18%",73,"15%",63,"13%",29,"6%",28,"6%",16,"3%",116,"24%",475,"2014","biscoito salgado, salgadindo de pacote"
"2058","NORDESTE",22,"PI",145,"28%",85,"17%",87,"17%",53,"10%",28,"5%",15,"3%",25,"5%",73,"14%",511,"2014","biscoito salgado, salgadindo de pacote"
"2059","NORDESTE",24,"RN",161,"18%",94,"11%",118,"13%",110,"12%",45,"5%",39,"4%",35,"4%",280,"32%",882,"2014","biscoito salgado, salgadindo de pacote"
"2060","NORDESTE",28,"SE",1,"20%",0,NA,1,"20%",2,"40%",0,NA,0,NA,0,NA,1,"20%",5,"2014","biscoito salgado, salgadindo de pacote"
"2061","TOTAL REGI√O NORDESTE",NA,"",1663,"24%",865,"13%",953,"14%",1053,"15%",366,"5%",228,"3%",218,"3%",1500,"22%",6846,"2014","biscoito salgado, salgadindo de pacote"
"2062","NORTE",12,"AC",20,"29%",12,"18%",11,"16%",3,"4%",9,"13%",4,"6%",1,"1%",8,"12%",68,"2014","biscoito salgado, salgadindo de pacote"
"2063","NORTE",13,"AM",60,"26%",50,"22%",56,"24%",23,"10%",7,"3%",5,"2%",7,"3%",22,"10%",230,"2014","biscoito salgado, salgadindo de pacote"
"2064","NORTE",16,"AP",143,"27%",65,"12%",69,"13%",53,"10%",22,"4%",14,"3%",19,"4%",142,"27%",527,"2014","biscoito salgado, salgadindo de pacote"
"2065","NORTE",15,"PA",1215,"30%",581,"14%",674,"17%",519,"13%",192,"5%",113,"3%",119,"3%",613,"15%",4026,"2014","biscoito salgado, salgadindo de pacote"
"2066","NORTE",11,"RO",6,"43%",0,NA,0,NA,2,"14%",3,"21%",0,NA,0,NA,3,"21%",14,"2014","biscoito salgado, salgadindo de pacote"
"2067","NORTE",14,"RR",3,"43%",0,NA,1,"14%",2,"29%",0,NA,1,"14%",0,NA,0,NA,7,"2014","biscoito salgado, salgadindo de pacote"
"2068","NORTE",17,"TO",277,"24%",205,"18%",271,"24%",107,"9%",51,"4%",39,"3%",32,"3%",155,"14%",1137,"2014","biscoito salgado, salgadindo de pacote"
"2069","TOTAL REGI√O NORTE",NA,"",1724,"29%",913,"15%",1082,"18%",709,"12%",284,"5%",176,"3%",178,"3%",943,"16%",6009,"2014","biscoito salgado, salgadindo de pacote"
"2070","SUDESTE",32,"ES",83,"25%",44,"13%",56,"17%",34,"10%",24,"7%",12,"4%",9,"3%",70,"21%",332,"2014","biscoito salgado, salgadindo de pacote"
"2071","SUDESTE",31,"MG",2985,"27%",1987,"18%",1686,"15%",1390,"13%",776,"7%",465,"4%",289,"3%",1478,"13%",11056,"2014","biscoito salgado, salgadindo de pacote"
"2072","SUDESTE",33,"RJ",449,"29%",221,"14%",214,"14%",150,"10%",90,"6%",64,"4%",50,"3%",306,"20%",1544,"2014","biscoito salgado, salgadindo de pacote"
"2073","SUDESTE",35,"SP",2733,"29%",1560,"16%",1467,"15%",1140,"12%",507,"5%",347,"4%",221,"2%",1608,"17%",9583,"2014","biscoito salgado, salgadindo de pacote"
"2074","TOTAL REGI√O SUDESTE",NA,"",6250,"28%",3812,"17%",3423,"15%",2714,"12%",1397,"6%",888,"4%",569,"3%",3462,"15%",22515,"2014","biscoito salgado, salgadindo de pacote"
"2075","SUL",41,"PR",410,"29%",280,"20%",273,"19%",167,"12%",72,"5%",47,"3%",26,"2%",152,"11%",1427,"2014","biscoito salgado, salgadindo de pacote"
"2076","SUL",43,"RS",290,"32%",115,"13%",126,"14%",82,"9%",50,"5%",46,"5%",35,"4%",169,"19%",913,"2014","biscoito salgado, salgadindo de pacote"
"2077","SUL",42,"SC",88,"27%",60,"19%",53,"16%",49,"15%",23,"7%",5,"2%",4,"1%",41,"13%",323,"2014","biscoito salgado, salgadindo de pacote"
"2078","TOTAL REGI√O SUL",NA,"",788,"30%",455,"17%",452,"17%",298,"11%",145,"5%",98,"4%",65,"2%",362,"14%",2663,"2014","biscoito salgado, salgadindo de pacote"
"2079","TOTAL BRASIL",NA,"",12039,"28%",6880,"16%",6680,"15%",5370,"12%",2485,"6%",1556,"4%",1184,"3%",7027,"16%",43221,"2014","biscoito salgado, salgadindo de pacote"
"2080","CENTRO-OESTE",53,"DF",86,"8%",52,"5%",66,"6%",65,"6%",54,"5%",48,"5%",30,"3%",633,"61%",1034,"2014","feij√£o"
"2081","CENTRO-OESTE",52,"GO",79,"6%",43,"3%",52,"4%",108,"9%",58,"5%",53,"4%",53,"4%",808,"64%",1254,"2014","feij√£o"
"2082","CENTRO-OESTE",50,"MS",74,"9%",36,"4%",38,"5%",52,"6%",40,"5%",27,"3%",27,"3%",514,"64%",808,"2014","feij√£o"
"2083","CENTRO-OESTE",51,"MT",197,"9%",73,"3%",90,"4%",102,"5%",59,"3%",53,"3%",70,"3%",1458,"69%",2102,"2014","feij√£o"
"2084","TOTAL REGI√O CENTRO-OESTE",NA,"",436,"8%",204,"4%",246,"5%",327,"6%",211,"4%",181,"3%",180,"3%",3413,"66%",5198,"2014","feij√£o"
"2085","NORDESTE",27,"AL",32,"3%",17,"2%",19,"2%",40,"4%",23,"2%",33,"3%",23,"2%",786,"81%",973,"2014","feij√£o"
"2086","NORDESTE",29,"BA",84,"4%",69,"4%",60,"3%",71,"4%",55,"3%",55,"3%",67,"3%",1482,"76%",1943,"2014","feij√£o"
"2087","NORDESTE",23,"CE",53,"6%",40,"4%",41,"4%",55,"6%",34,"4%",27,"3%",26,"3%",682,"71%",958,"2014","feij√£o"
"2088","NORDESTE",21,"MA",18,"7%",34,"12%",35,"13%",39,"14%",17,"6%",20,"7%",21,"8%",90,"33%",274,"2014","feij√£o"
"2089","NORDESTE",25,"PB",29,"3%",27,"3%",22,"3%",21,"2%",17,"2%",23,"3%",21,"2%",683,"81%",843,"2014","feij√£o"
"2090","NORDESTE",26,"PE",21,"4%",12,"3%",24,"5%",29,"6%",32,"7%",25,"5%",16,"3%",316,"67%",475,"2014","feij√£o"
"2091","NORDESTE",22,"PI",14,"3%",7,"1%",10,"2%",25,"5%",16,"3%",20,"4%",28,"5%",394,"77%",514,"2014","feij√£o"
"2092","NORDESTE",24,"RN",40,"5%",31,"4%",35,"4%",50,"6%",27,"3%",27,"3%",21,"2%",653,"74%",884,"2014","feij√£o"
"2093","NORDESTE",28,"SE",0,NA,0,NA,0,NA,1,"20%",0,NA,0,NA,0,NA,4,"80%",5,"2014","feij√£o"
"2094","TOTAL REGI√O NORDESTE",NA,"",291,"4%",237,"3%",246,"4%",331,"5%",221,"3%",230,"3%",223,"3%",5090,"74%",6869,"2014","feij√£o"
"2095","NORTE",12,"AC",15,"22%",14,"21%",9,"13%",8,"12%",6,"9%",3,"4%",4,"6%",9,"13%",68,"2014","feij√£o"
"2096","NORTE",13,"AM",23,"10%",47,"20%",49,"21%",57,"25%",16,"7%",6,"3%",2,"1%",30,"13%",230,"2014","feij√£o"
"2097","NORTE",16,"AP",47,"9%",56,"11%",78,"15%",101,"19%",30,"6%",24,"5%",12,"2%",179,"34%",527,"2014","feij√£o"
"2098","NORTE",15,"PA",553,"14%",567,"14%",595,"15%",400,"10%",234,"6%",201,"5%",306,"8%",1174,"29%",4030,"2014","feij√£o"
"2099","NORTE",11,"RO",5,"36%",1,"7%",0,NA,0,NA,1,"7%",0,NA,0,NA,7,"50%",14,"2014","feij√£o"
"2100","NORTE",14,"RR",0,NA,1,"14%",0,NA,1,"14%",0,NA,0,NA,0,NA,5,"71%",7,"2014","feij√£o"
"2101","NORTE",17,"TO",62,"5%",28,"2%",52,"5%",78,"7%",75,"7%",66,"6%",74,"6%",704,"62%",1139,"2014","feij√£o"
"2102","TOTAL REGI√O NORTE",NA,"",705,"12%",714,"12%",783,"13%",645,"11%",362,"6%",300,"5%",398,"7%",2108,"35%",6015,"2014","feij√£o"
"2103","SUDESTE",32,"ES",28,"8%",4,"1%",14,"4%",6,"2%",4,"1%",8,"2%",6,"2%",262,"79%",332,"2014","feij√£o"
"2104","SUDESTE",31,"MG",558,"5%",381,"3%",415,"4%",511,"5%",375,"3%",382,"3%",420,"4%",8043,"73%",11085,"2014","feij√£o"
"2105","SUDESTE",33,"RJ",123,"8%",58,"4%",91,"6%",100,"6%",66,"4%",67,"4%",52,"3%",993,"64%",1550,"2014","feij√£o"
"2106","SUDESTE",35,"SP",856,"9%",382,"4%",497,"5%",521,"5%",344,"4%",319,"3%",307,"3%",6360,"66%",9586,"2014","feij√£o"
"2107","TOTAL REGI√O SUDESTE",NA,"",1565,"7%",825,"4%",1017,"5%",1138,"5%",789,"3%",776,"3%",785,"3%",15658,"69%",22553,"2014","feij√£o"
"2108","SUL",41,"PR",110,"8%",48,"3%",69,"5%",68,"5%",57,"4%",72,"5%",83,"6%",920,"64%",1427,"2014","feij√£o"
"2109","SUL",43,"RS",90,"10%",82,"9%",100,"11%",101,"11%",50,"5%",60,"7%",46,"5%",386,"42%",915,"2014","feij√£o"
"2110","SUL",42,"SC",35,"11%",25,"8%",25,"8%",30,"9%",40,"12%",30,"9%",36,"11%",105,"32%",326,"2014","feij√£o"
"2111","TOTAL REGI√O SUL",NA,"",235,"9%",155,"6%",194,"7%",199,"7%",147,"6%",162,"6%",165,"6%",1411,"53%",2668,"2014","feij√£o"
"2112","TOTAL BRASIL",NA,"",3232,"7%",2135,"5%",2486,"6%",2640,"6%",1730,"4%",1649,"4%",1751,"4%",27680,"64%",43303,"2014","feij√£o"
"2113","CENTRO-OESTE",53,"DF",68,"7%",74,"7%",98,"9%",94,"9%",69,"7%",60,"6%",39,"4%",537,"52%",1039,"2014","frutas frescas"
"2114","CENTRO-OESTE",52,"GO",83,"7%",94,"7%",145,"12%",174,"14%",110,"9%",77,"6%",59,"5%",513,"41%",1255,"2014","frutas frescas"
"2115","CENTRO-OESTE",50,"MS",71,"9%",58,"7%",95,"12%",121,"15%",61,"8%",63,"8%",33,"4%",305,"38%",807,"2014","frutas frescas"
"2116","CENTRO-OESTE",51,"MT",319,"15%",150,"7%",177,"8%",227,"11%",120,"6%",117,"6%",130,"6%",862,"41%",2102,"2014","frutas frescas"
"2117","TOTAL REGI√O CENTRO-OESTE",NA,"",541,"10%",376,"7%",515,"10%",616,"12%",360,"7%",317,"6%",261,"5%",2217,"43%",5203,"2014","frutas frescas"
"2118","NORDESTE",27,"AL",54,"6%",49,"5%",100,"10%",109,"11%",85,"9%",45,"5%",40,"4%",491,"50%",973,"2014","frutas frescas"
"2119","NORDESTE",29,"BA",117,"6%",147,"8%",180,"9%",206,"11%",149,"8%",101,"5%",103,"5%",940,"48%",1943,"2014","frutas frescas"
"2120","NORDESTE",23,"CE",82,"9%",84,"9%",114,"12%",124,"13%",63,"7%",55,"6%",41,"4%",397,"41%",960,"2014","frutas frescas"
"2121","NORDESTE",21,"MA",23,"8%",46,"17%",50,"18%",42,"15%",15,"5%",10,"4%",11,"4%",76,"28%",273,"2014","frutas frescas"
"2122","NORDESTE",25,"PB",47,"6%",44,"5%",66,"8%",51,"6%",330,"39%",23,"3%",27,"3%",255,"30%",843,"2014","frutas frescas"
"2123","NORDESTE",26,"PE",36,"8%",45,"9%",67,"14%",80,"17%",52,"11%",21,"4%",22,"5%",153,"32%",476,"2014","frutas frescas"
"2124","NORDESTE",22,"PI",35,"7%",47,"9%",59,"11%",53,"10%",38,"7%",32,"6%",27,"5%",223,"43%",514,"2014","frutas frescas"
"2125","NORDESTE",24,"RN",61,"7%",64,"7%",82,"9%",93,"11%",47,"5%",40,"5%",28,"3%",470,"53%",885,"2014","frutas frescas"
"2126","NORDESTE",28,"SE",1,"20%",1,"20%",0,NA,1,"20%",0,NA,0,NA,0,NA,2,"40%",5,"2014","frutas frescas"
"2127","TOTAL REGI√O NORDESTE",NA,"",456,"7%",527,"8%",718,"10%",759,"11%",779,"11%",327,"5%",299,"4%",3007,"44%",6872,"2014","frutas frescas"
"2128","NORTE",12,"AC",12,"18%",11,"16%",10,"15%",11,"16%",5,"7%",5,"7%",5,"7%",9,"13%",68,"2014","frutas frescas"
"2129","NORTE",13,"AM",11,"5%",30,"13%",54,"23%",55,"24%",21,"9%",8,"3%",9,"4%",42,"18%",230,"2014","frutas frescas"
"2130","NORTE",16,"AP",54,"10%",40,"8%",71,"13%",84,"16%",30,"6%",17,"3%",13,"2%",218,"41%",527,"2014","frutas frescas"
"2131","NORTE",15,"PA",386,"10%",432,"11%",602,"15%",538,"13%",332,"8%",258,"6%",316,"8%",1167,"29%",4031,"2014","frutas frescas"
"2132","NORTE",11,"RO",0,NA,2,"14%",0,NA,4,"29%",3,"21%",0,NA,0,NA,5,"36%",14,"2014","frutas frescas"
"2133","NORTE",14,"RR",0,NA,0,NA,2,"29%",1,"14%",0,NA,0,NA,0,NA,4,"57%",7,"2014","frutas frescas"
"2134","NORTE",17,"TO",59,"5%",109,"10%",145,"13%",218,"19%",129,"11%",77,"7%",82,"7%",321,"28%",1140,"2014","frutas frescas"
"2135","TOTAL REGI√O NORTE",NA,"",522,"9%",624,"10%",884,"15%",911,"15%",520,"9%",365,"6%",425,"7%",1766,"29%",6017,"2014","frutas frescas"
"2136","SUDESTE",32,"ES",28,"8%",42,"13%",43,"13%",37,"11%",20,"6%",12,"4%",13,"4%",137,"41%",332,"2014","frutas frescas"
"2137","SUDESTE",31,"MG",798,"7%",888,"8%",1312,"12%",1481,"13%",975,"9%",832,"7%",681,"6%",4142,"37%",11109,"2014","frutas frescas"
"2138","SUDESTE",33,"RJ",142,"9%",147,"9%",151,"10%",192,"12%",92,"6%",95,"6%",72,"5%",660,"43%",1551,"2014","frutas frescas"
"2139","SUDESTE",35,"SP",963,"10%",970,"10%",1183,"12%",1329,"14%",783,"8%",503,"5%",368,"4%",3492,"36%",9591,"2014","frutas frescas"
"2140","TOTAL REGI√O SUDESTE",NA,"",1931,"9%",2047,"9%",2689,"12%",3039,"13%",1870,"8%",1442,"6%",1134,"5%",8431,"37%",22583,"2014","frutas frescas"
"2141","SUL",41,"PR",112,"8%",113,"8%",203,"14%",177,"12%",128,"9%",73,"5%",69,"5%",555,"39%",1430,"2014","frutas frescas"
"2142","SUL",43,"RS",59,"6%",44,"5%",78,"9%",83,"9%",38,"4%",46,"5%",43,"5%",524,"57%",915,"2014","frutas frescas"
"2143","SUL",42,"SC",12,"4%",21,"6%",25,"8%",40,"12%",39,"12%",51,"16%",16,"5%",122,"37%",326,"2014","frutas frescas"
"2144","TOTAL REGI√O SUL",NA,"",183,"7%",178,"7%",306,"11%",300,"11%",205,"8%",170,"6%",128,"5%",1201,"45%",2671,"2014","frutas frescas"
"2145","TOTAL BRASIL",NA,"",3633,"8%",3752,"9%",5112,"12%",5625,"13%",3734,"9%",2621,"6%",2247,"5%",16622,"38%",43346,"2014","frutas frescas"
"2146","CENTRO-OESTE",53,"DF",462,"44%",250,"24%",152,"15%",70,"7%",44,"4%",19,"2%",13,"1%",33,"3%",1043,"2014","hamburguer, embutidos"
"2147","CENTRO-OESTE",52,"GO",530,"42%",290,"23%",179,"14%",131,"10%",54,"4%",21,"2%",16,"1%",32,"3%",1253,"2014","hamburguer, embutidos"
"2148","CENTRO-OESTE",50,"MS",363,"45%",189,"23%",109,"13%",56,"7%",35,"4%",16,"2%",12,"1%",30,"4%",810,"2014","hamburguer, embutidos"
"2149","CENTRO-OESTE",51,"MT",999,"48%",413,"20%",325,"16%",141,"7%",64,"3%",38,"2%",29,"1%",75,"4%",2084,"2014","hamburguer, embutidos"
"2150","TOTAL REGI√O CENTRO-OESTE",NA,"",2354,"45%",1142,"22%",765,"15%",398,"8%",197,"4%",94,"2%",70,"1%",170,"3%",5190,"2014","hamburguer, embutidos"
"2151","NORDESTE",27,"AL",447,"46%",160,"17%",166,"17%",82,"8%",28,"3%",16,"2%",6,"1%",60,"6%",965,"2014","hamburguer, embutidos"
"2152","NORDESTE",29,"BA",1150,"60%",433,"22%",169,"9%",73,"4%",23,"1%",16,"1%",15,"1%",47,"2%",1926,"2014","hamburguer, embutidos"
"2153","NORDESTE",23,"CE",527,"55%",166,"17%",118,"12%",72,"8%",26,"3%",16,"2%",3,"0%",27,"3%",955,"2014","hamburguer, embutidos"
"2154","NORDESTE",21,"MA",149,"54%",56,"20%",34,"12%",18,"7%",3,"1%",2,"1%",4,"1%",8,"3%",274,"2014","hamburguer, embutidos"
"2155","NORDESTE",25,"PB",252,"30%",112,"13%",88,"10%",330,"39%",18,"2%",9,"1%",7,"1%",26,"3%",842,"2014","hamburguer, embutidos"
"2156","NORDESTE",26,"PE",177,"37%",128,"27%",76,"16%",40,"8%",11,"2%",13,"3%",8,"2%",22,"5%",475,"2014","hamburguer, embutidos"
"2157","NORDESTE",22,"PI",319,"63%",87,"17%",57,"11%",21,"4%",8,"2%",9,"2%",1,"0%",6,"1%",508,"2014","hamburguer, embutidos"
"2158","NORDESTE",24,"RN",361,"41%",156,"18%",145,"16%",93,"11%",29,"3%",17,"2%",17,"2%",63,"7%",881,"2014","hamburguer, embutidos"
"2159","NORDESTE",28,"SE",0,NA,0,NA,0,NA,1,"20%",2,"40%",2,"40%",0,NA,0,NA,5,"2014","hamburguer, embutidos"
"2160","TOTAL REGI√O NORDESTE",NA,"",3382,"50%",1298,"19%",853,"12%",730,"11%",148,"2%",100,"1%",61,"1%",259,"4%",6831,"2014","hamburguer, embutidos"
"2161","NORTE",12,"AC",63,"91%",3,"4%",2,"3%",0,NA,1,"1%",0,NA,0,NA,0,NA,69,"2014","hamburguer, embutidos"
"2162","NORTE",13,"AM",94,"41%",66,"28%",29,"13%",22,"9%",4,"2%",4,"2%",2,"1%",11,"5%",232,"2014","hamburguer, embutidos"
"2163","NORTE",16,"AP",278,"53%",96,"18%",48,"9%",40,"8%",22,"4%",9,"2%",12,"2%",22,"4%",527,"2014","hamburguer, embutidos"
"2164","NORTE",15,"PA",2424,"60%",643,"16%",479,"12%",257,"6%",88,"2%",44,"1%",25,"1%",64,"2%",4024,"2014","hamburguer, embutidos"
"2165","NORTE",11,"RO",4,"29%",4,"29%",1,"7%",2,"14%",1,"7%",1,"7%",1,"7%",0,NA,14,"2014","hamburguer, embutidos"
"2166","NORTE",14,"RR",6,"86%",0,NA,1,"14%",0,NA,0,NA,0,NA,0,NA,0,NA,7,"2014","hamburguer, embutidos"
"2167","NORTE",17,"TO",542,"48%",290,"26%",167,"15%",57,"5%",25,"2%",19,"2%",13,"1%",23,"2%",1136,"2014","hamburguer, embutidos"
"2168","TOTAL REGI√O NORTE",NA,"",3411,"57%",1102,"18%",727,"12%",378,"6%",141,"2%",77,"1%",53,"1%",120,"2%",6009,"2014","hamburguer, embutidos"
"2169","SUDESTE",32,"ES",158,"47%",83,"25%",30,"9%",12,"4%",12,"4%",13,"4%",5,"2%",20,"6%",333,"2014","hamburguer, embutidos"
"2170","SUDESTE",31,"MG",4338,"40%",2860,"27%",1559,"15%",869,"8%",441,"4%",213,"2%",127,"1%",319,"3%",10726,"2014","hamburguer, embutidos"
"2171","SUDESTE",33,"RJ",478,"31%",409,"26%",256,"17%",151,"10%",62,"4%",66,"4%",32,"2%",91,"6%",1545,"2014","hamburguer, embutidos"
"2172","SUDESTE",35,"SP",3393,"35%",2380,"25%",1663,"17%",863,"9%",420,"4%",248,"3%",135,"1%",486,"5%",9588,"2014","hamburguer, embutidos"
"2173","TOTAL REGI√O SUDESTE",NA,"",8367,"38%",5732,"26%",3508,"16%",1895,"9%",935,"4%",540,"2%",299,"1%",916,"4%",22192,"2014","hamburguer, embutidos"
"2174","SUL",41,"PR",530,"37%",332,"23%",255,"18%",154,"11%",47,"3%",35,"2%",15,"1%",58,"4%",1426,"2014","hamburguer, embutidos"
"2175","SUL",43,"RS",362,"40%",144,"16%",115,"13%",88,"10%",26,"3%",23,"3%",21,"2%",135,"15%",914,"2014","hamburguer, embutidos"
"2176","SUL",42,"SC",106,"32%",93,"28%",48,"15%",36,"11%",15,"5%",6,"2%",4,"1%",21,"6%",329,"2014","hamburguer, embutidos"
"2177","TOTAL REGI√O SUL",NA,"",998,"37%",569,"21%",418,"16%",278,"10%",88,"3%",64,"2%",40,"1%",214,"8%",2669,"2014","hamburguer, embutidos"
"2178","TOTAL BRASIL",NA,"",18512,"43%",9843,"23%",6271,"15%",3679,"9%",1509,"4%",875,"2%",523,"1%",1679,"4%",42891,"2014","hamburguer, embutidos"
"2179","CENTRO-OESTE",53,"DF",234,"23%",127,"12%",161,"15%",141,"14%",63,"6%",51,"5%",42,"4%",221,"21%",1040,"2014","legumes, verduras cozidas"
